BZG,74,4,84,86,81,72,70,72,68,77,66,2013-12-31 12:31:10,"Amatoren."
CSL,,,80,80,100,40,40,20,,""
BXU,64,4,83,72,75,61,52,48,73,55,58,2022-06-09 14:14:28,"Getting to the airport is very convenient. Just PHP10 for a multicab (small jeepney) on Route 2 from the city. The drop off point is less than 200 meters to the terminal.\r\n\r\nTerminal is undergoing renovation, so the facade is blocked from view but there are signs to follow. Inside, the pre-departure area is fairly clean and bright, due to a recent renovation. Unfortunately there is a dearth of food outlets, the only store sells \"
CAH,70,,87,80,80,80,83,100,80,100,84,,""
BQB,60,,90,80,80,70,40,80,40,50,20,,""
OTP,70,103,74,77,68,75,67,65,62,70,67,2023-07-05 07:23:15,"As always during vacation time and peak hours the airport was very crowded and the lines for check-in, security check and passport control were moving slowly. At the gates area there were not so many seating options minding the fact that there were a lot of fully-booked flights during that afternoon. Nevertheless I appreciated that there were no delays made for my flight, unlike for my return trip."
CFB,61,,50,44,37,42,56,36,50,43,58,,""
OAL,75,,70,56,76,76,43,43,20,56,56,,""
BRL,80,,75,100,75,100,75,75,75,67,67,,""
CAD,,,,,""
CFR,76,3,84,87,76,81,73,68,67,77,80,2019-02-23 18:55:24,"Better go to the airport via taxi\/bus. the car park is small and rapidly full before morning flights. It's a small airport, there is one (sometimes two) check-in desks and the security check is passed around 5-10 mins.\r\nThe only bar as closed as the airport is in renovation. There is some automatic distributors around. No Wifi and no lounge."
CAG,72,12,86,81,82,75,64,69,68,60,73,2022-12-07 18:48:04,"Cagliari has a 'good enough' airport. This time, we didn't take the outside train connected to the airport, since we've got a ride from a friend of us.\r\n\r\nWe used only the luggage conveyor belt from the airport and it was OK. We coudn't find an ATM, but I'm sure that there is one somewhere."
CCE,,,,,""
ZAO,,,,,""
QQU,,,,,""
CGY,62,8,56,51,62,58,41,45,49,35,60,2021-04-05 16:56:37,"Flight to CDO was very smooth. Our gate did not have a direct jetway to the terminal so we had to disembark via stairs, even though all 3 jetways were empty, as in we were the only aircraft there. No food or retail services at the arrival area. Terminal restrooms were well maintained. Immigration and Customs were very unprepared, long lines, and very unprepared agents. Wi-Fi at the airport is only available for 30 minutes, unreliable and slow. Baggage claim was okay, as there are people who help you get your bags from the baggage claim area. Private vans and taxis are available outside as transportation."
CQF,87,,90,100,100,85,90,100,80,85,60,,""
BKZ,,,80,80,80,80,20,60,60,,""
CBQ,58,,87,60,60,40,40,33,60,,""
CXL,,,,,""
CYP,51,,,,""
CLV,77,,84,72,80,70,49,66,70,84,74,,""
QQF,,,,,""
CNS,74,14,78,81,71,64,79,67,66,64,74,2023-05-10 12:02:00,"No public transport to airport. Expensive shuttle or taxi or walking 30+ min on a roadside through the wetlands"
CDW,,,,,""
CJC,69,4,69,61,80,76,40,48,56,62,71,2019-08-24 03:11:38,"Attractive and new-looking small regional airport. Decent facilities for an airport of its size. A little odd to return a rental car, though friendly and accommodating."
CAI,61,38,64,58,62,42,57,52,53,57,60,2023-03-12 13:09:04,"Lack of good signage so I stod in the wrong queue, there was really no organization here. Turmoil to say the least."
YYC,83,30,80,84,78,80,79,73,71,74,73,2023-07-01 04:29:23,"Check in for US airlines is pretty packed as they have a smaller area. Security and customs is fast. Not to many food options but still not bad. Lots of shops tho"
CJA,63,1,80,60,75,36,70,40,60,50,53,2021-05-18 13:00:45,"Very small, sits at 13,000 ft, no real amenities at airport, taxi service is reliable, few local hotels, make sure you stay locally for at least 24 hours before going to higher altitudes, alcohol will affect you faster at this altitude."
CUD,,,100,100,100,100,100,100,100,,""
CLY,73,,73,83,63,47,93,55,60,71,80,,""
YCB,,,,,""
ADW,83,,50,0,0,0,0,0,0,,""
CLO,78,5,80,76,86,84,64,72,67,77,75,2023-03-10 15:09:50,"GREAT!\r\nit is a small airport, everithign was clean and shiny security was perfect.\r\n\r\nIt has a lounge but you need to pay a extra fee to a other company to get access"
CMW,67,,47,40,20,20,33,20,33,,""
CBG,86,2,99,98,93,100,92,91,90,95,95,2015-11-01 18:57:17,"My first (and only) flight from Cambridge airport, the smallest airport with regular flights in England. Free parking, 1min walk to terminal. No queue, VIP check-in and security control. Gate area with blinded windows and very basic - boarding started 10 min after check-in. This Dublin flight was a serious alternative to Dublin flights from Stansted - but it does not exist any longer."
CDU,75,5,71,20,74,50,80,2019-02-19 02:48:22,"This airport is is recreational and training flights only so there is no transport, check-in, security (apart from a small fence), terminals, wifi, stores (apart from flight schools) or a lounge. However these services many be available depending on the flight centre\/business you are affiliating with."
QTC,,,,,""
CPE,80,,94,78,87,88,80,83,100,90,100,,""
YBL,100,,100,100,100,100,100,100,100,100,100,,""
VCP,89,43,88,91,87,91,80,84,85,85,86,2023-03-19 01:37:07,"Aeroporto moderno e com infraestrutura bem distribuída, bastante cadeiras e tomadas para as utilidades necessárias tanto para quem embarca e\/ou desembarca como também para quem fica em conexão, como também muitas lojas e restaurantes para a escolha de serviços\/produtos."
VCA,76,,69,85,65,80,61,57,51,43,54,,""
CBW,,,,,""
CAL,,,,,""
CGE,,,,,""
CGR,69,2,84,84,61,84,60,70,59,70,75,2013-06-09 20:44:24,"GOOD"
CKZ,83,,93,82,100,100,62,76,58,83,80,,""
CAW,73,1,86,91,90,72,70,73,73,100,92,2016-10-21 23:09:54,"O Aeroporto possui uma sala de embarque para 70 passageiros, mas com muitas tomadas, ar condicionado, e as poltronas são iguais as que o Aeroporto Santos Dumont possui. O acesso a aeronave é feito em segundos, e o embarque sempre é rápido. Tudo muito limpo e organizado."
CPV,70,1,73,55,71,66,58,52,55,56,63,2023-01-16 14:47:14,"Aeroporto Pequeno e apertado para uma cidade grandiosa que possui o Maior São João do Mundo, inúmeras universidades e faculdades, bem como um dos maiores polos tecnológicos do país."
CEQ,79,,100,100,100,100,60,67,100,60,100,,""
CIW,73,,100,100,,""
CWJ,,,,,""
CEL,,,,,""
QQC,,,100,100,100,20,100,,""
CAJ,58,,60,50,48,50,7,30,40,30,60,,""
WWD,,,,,""
CSK,,,100,80,80,60,20,60,60,,""
CBR,84,14,86,91,86,82,68,67,68,80,78,2023-03-04 05:55:16,"Very Awsome and smooth flightvfrvrcffdfecfrvfrvrvgrvgr rvgbtbybgrgggggggggggggggggggggggggggggggggggggggggggg"
YTE,,,,,""
CGI,67,,100,20,40,100,20,100,,""
CPT,80,26,80,83,79,77,66,75,73,67,76,2023-04-23 20:32:54,"Tax refund works horribly. Slow as hell and the receipt is not enough. You need to actually show the thing. So if you already checked it in the baggage, you are screwed. Everywhere else the receipt is enough, but here they make these strange rules."
CSB,,,,,""
CCS,58,10,59,53,58,56,44,50,44,48,43,2023-01-02 01:54:35,"La peor experiencia vivida en un aeropuerto. Más de 12 horas de retraso, baños no servían, gente no amable, comida pesima."
CAF,,,100,20,20,,""
CAX,100,,80,100,100,100,100,100,100,,""
BNN,70,1,100,73,100,87,100,47,53,20,60,2012-01-09 15:46:23,"Very small airport with two gates, but efficient and friendly. Nice scenery and spacious terminal. Much more comfortable than most bigger airports, despite few facilities. There is a small corner shop once you have passed security - \"
MDH,,,100,100,100,100,100,100,100,,""
BFV,72,3,75,88,57,80,63,50,43,73,80,2019-08-11 23:47:41,"This really is  small, provincial airport but it has been upgraded and that work continues. I saw a plan of what the airport will look like when all work has been completed and it looks rather nice!"
CAP,40,,100,55,60,33,60,20,20,80,80,,""
CCF,61,5,68,68,45,47,74,41,34,55,51,2022-06-24 16:48:49,"A rather small developing airport adequate but my wife and I did laugh and think perhaps we were in the Australian outback"
CNM,,,,,""
CWL,73,25,83,86,87,72,70,70,77,70,72,2023-04-03 08:48:26,"I am a Cardiffian so very familiar with the airport and what it lacks in facilities it makes up for in convenience."
QQV,,,,,""
CVQ,66,,60,20,20,20,20,20,0,,""
CAC,64,6,76,83,55,49,76,45,49,52,59,2022-03-28 14:08:40,"Brand new terminal, the old one was really terrible withou any kind of facilities. Now there's a good boarding area, with pretty fast wifi and two jet bridges. The only point that is not so good is the only food service available."
WCD,,,,,""
CSN,,,,,""
CAU,82,1,80,100,90,83,87,92,92,100,100,2020-12-27 18:03:24,"Mais uma opção de Aeroporto para a população do interior de Pernambuco. O aeroporto estava em obras no dia do primeiro voo, mas nada que atrapalhasse a operação e o embarque\/desembarque."
CTG,73,5,81,76,68,79,58,64,62,73,76,2023-06-12 04:12:50,"You have to walk on the tarmac to get out of the plane although it’s not an issue. Just know that don’t bring long sleeve and bring a jacket instead since the heat is horrible in the right seasons. The immigration lines were short considering we were the only plane to be there."
YRF,,,,,""
CPR,93,,0,0,0,0,0,0,0,,""
CDT,64,,65,78,68,68,56,57,55,76,84,,""
QKC,,,,,""
CGZ,,,100,100,100,100,100,100,100,100,100,,""
CMN,62,25,69,68,64,62,58,57,59,51,60,2023-06-08 20:20:40,"CMN is a very basic airport, and the security screening is overly complicated (due to terrorism).  Bags are checked at least three times, and online\/mobile check-in is unavailable.  I had to physically go to the desk to get a PAPER boarding pass, drop bags, and then clear immigration the old way.  The terminal is somewhat worn, and not a nice place to hang out long-term."
CST,,,,,""
MHC,82,,60,40,40,20,20,60,,""
DCM,85,,100,100,87,90,60,53,40,50,100,,""
CAT,76,,80,80,63,60,60,43,30,40,80,,""
SLU,59,1,81,68,72,63,74,59,77,55,74,2014-03-30 15:08:12,"Very basic, uncomfortable and with few facilities, if you have to spend time here walk across the road to one of the beach bars and enjoy a cold beer with a great view of the Caribbean Sea! The departure lounge has seats and that's about it, the A\/C is poor so it gets hot and stuffy and given LIAT's poor time keeping (Leave Island Any Time) you could find yourself spending a lot of time with nothing to do."
YCG,87,,60,90,90,50,100,40,30,,""
CZT,,,,,""
CXY,,,,,""
YAC,,,,,""
MPH,59,4,64,59,47,60,45,43,39,52,60,2021-11-28 11:00:51,"The departure terminal is good and airconditioned. Airport is so strict, why did they have to confiscate my lighter?"
CTA,67,47,68,67,69,58,46,64,60,63,50,2022-10-10 11:11:11,"Arrival fine.   Departures (to non Schengen) a complete mess. \r\n\r\nBadly designed access, no announcements, lousy facilities.\r\n\r\nNot pleasant!\r\n\r\nPS BA flights don’t get fast track or lounge access"
CRM,,,,,""
CYZ,41,,40,70,50,27,,""
CTC,63,,50,88,48,95,24,25,30,10,50,,""
CYO,59,,56,48,40,46,37,41,52,44,55,,""
CBT,54,,65,20,60,20,20,33,60,80,80,,""
CXJ,65,4,77,73,60,67,52,54,57,62,68,2019-09-05 19:26:00,"CAXIAS AIRPORT IS FAR FROM BEING BAD. ITS IS VERY GOOD INDEED. IT IS VERY CLOSE TO ALL THE TOURISTIC PLACES OF THE REGION, PLUS THE SERVICES ARE VERY GOOD, AND PEOPLE ARE NICE AND WELLING TO HELP."
CEB,68,12,70,74,68,71,65,65,62,66,74,2023-04-02 12:08:05,"Sólo estuve en la zona de llegadas, pero me pareció el más moderno de los aeropuertos en los que estuve en Filipinas."
CDK,,,,,""
CED,,,,,""
CDC,85,,100,94,100,94,100,83,100,93,95,,""
CUK,77,,80,20,80,60,,""
CKS,61,,56,50,90,48,36,44,40,40,60,,""
CID,81,3,78,93,91,81,77,60,34,52,74,2022-05-01 15:03:08,"Small airport so not a lot of food options. The one sports bar is nice and the whole place is super clean. Never a long line to get through security."
NRR,,,100,100,100,100,20,100,100,100,100,,""
CAQ,,,,,""
CYB,64,,46,53,43,27,40,27,47,40,53,,""
JCU,72,,90,20,80,100,20,20,100,,""
QCC,,,,,""
CES,,,,,""
JCL,,,90,80,80,80,80,80,80,80,80,,""
CAY,70,,80,78,71,68,58,52,70,49,62,,""
CMF,62,,47,49,58,30,35,29,27,20,35,,""
CDR,,,,,""
QFC,,,,,""
CMI,76,,97,93,83,86,80,50,64,100,,""
BUX,,,,,""
ZBR,55,,60,70,60,40,40,27,20,33,40,,""
CCN,,,,,""
CGD,74,1,65,80,80,80,80,80,90,90,100,2019-02-10 03:58:41,"My first time arriving at ZGCD,a small and lovely airport.No international flight here.Some stores are selling local products."
CZX,70,,52,60,60,55,30,80,45,67,20,,""
CIK,,,,,""
CHH,,,,,""
CHX,,,87,100,70,100,0,0,40,20,50,,""
CIH,55,,0,0,0,0,0,0,0,,""
CCC,64,7,76,56,60,61,38,51,68,54,70,2022-10-11 21:47:29,"Poor or non-existent air conditioning in tropical climate. Slow passport control. No PA system or information displays at the gates."
CHS,84,7,72,84,86,71,68,65,45,54,54,2023-05-27 02:34:46,"Great airport to transfer through. Both concourses at CHS are connected via a post-security walk-way. Was able to check in for my next flight at the desk at the gate instead of having to re-clear security."
CGQ,68,,80,72,76,71,79,70,70,73,75,,""
IXC,72,7,77,76,76,65,45,55,55,72,51,2023-05-23 13:11:23,"A clean and good airport.\r\nIt's relatively small from other major international airports. It has a great connectivity to various cities."
XAP,64,6,68,71,73,54,51,49,65,50,69,2022-03-01 22:53:39,"Aeroporto em reforma. Não há banheiro para quem desembarga do avião. Os banheiros ficam somente após o embarque."
CHG,,,,,""
CTL,87,,100,60,60,,""
QTM,,,,,""
CHO,82,5,94,93,88,89,85,80,68,95,80,2020-01-21 13:39:51,"Wonderful entrance into the system, TSA easy, great wifi and bar\/restaurant, parking a bit expensive, phone\/computer charging stations everywhere"
QTX,,,,,""
CLT,80,78,79,81,78,79,79,80,74,73,72,2023-06-27 20:27:40,"TSA confiscated an item in my bag that I flew on the MBJ ~ CLT flight with. No souvenirs from Jamaica ????"
JZI,,,80,,""
CSX,72,1,79,83,75,81,69,68,69,66,72,2014-06-05 13:32:08,"the new terminal is big and new.  some fast food restaurants are located in the airport. but the number of stores is limited. And because the airport is too big, some gates are too far away from security checking."
YYG,78,1,84,91,70,86,66,75,61,95,77,2022-07-09 02:32:59,"Wifi didn't work at all. Every debit machine was down so cash was the only payment option. The wait for security was 25 minutes, there were 7 people ahead of me. Arrive at least 2 hours ahead of the flight. They also announced long outdated covid information which caused some confusion."
YHG,,,,,""
CRW,71,,38,50,60,37,25,20,16,16,49,,""
CHA,87,3,87,92,91,79,84,62,63,53,82,2021-01-04 16:32:22,"The modernization of CHA makes it look a lot cleaner and nicer. The staff is still as friendly as always and it is easy to navigate."
CHV,,,,,""
CHR,64,3,67,60,80,57,100,50,50,60,60,2015-09-24 21:12:36,"Excellent aéroport, avec quelques avions PAX, sinon entrainements peintures...\r\n@ Alexandre Leconte si tu te renseignais un peu tu saurais pourquoi AF ne propose pas de ligne sur CHR avant de critiquer ;) ...\r\n"
CYF,,,,,""
YCL,,,,,""
CHT,,,100,100,100,,""
CSY,57,,84,74,59,25,71,56,54,57,53,,""
TFU,89,1,77,90,87,95,81,84,82,89,80,2022-08-24 10:29:10,"TFU is the newest international airport of Chengdu city, which starts service since 2021. Most domestic airlines are transfered to this airport. The facilities there is modern and lounge is better than CTU. However, the airport is so far from downtown that it takes almost an hour to get to the airport from the city centre by car or metro. In addition, the railway station at the airport hasn't been built so that it is inconvenient to get there from other cities in Sichuan province."
CEE,72,,57,85,69,85,52,65,64,64,76,,""
CTU,75,9,81,77,73,75,68,69,68,72,72,2021-01-30 13:56:44,"security check area C was closed during morning rush hour. Old terminal building and long waiting time for security check. Also, lounges are small and few food is provided.(Expect CA MU and 3U)"
HCZ,87,,90,80,60,60,80,80,100,,""
CLS,,,,,""
XCM,,,,,""
MAA,67,38,74,73,68,62,53,59,59,64,57,2023-04-28 05:54:39,"Really awful to be honest and the staff aint friendly. If u travel by economy make sure that u have to wait for an hr to get your luggage as they really slow at what they do. awful experience in my opinion."
CER,89,,100,80,85,80,77,90,60,95,60,,""
CJJ,78,7,81,88,88,71,71,65,58,73,57,2023-06-06 12:21:04,"Can't record,bad for planespotters and not enough restaurants,also small boarding gates and small planes only.its very militarily made,so it's very strict abt everything but it's just all OK without them"
QQP,,,,,""
YHR,,,,,""
CEG,97,,100,100,100,100,100,100,100,,""
VAK,,,,,""
CYI,70,,56,72,80,80,80,100,73,80,87,,""
CYS,64,,55,60,40,35,70,50,55,30,30,,""
CEK,71,6,72,80,69,80,64,61,66,56,68,2023-03-27 06:44:59,"Обновление аэропорта кардинально повысило его уровень. Из загнивающего, серого аэропорта он превратился в красочное, историческое произведение искусства. Есть тематические зоны, в которых понятно и доступно объясняют ядерную энергетику."
CEI,70,4,80,82,72,79,75,70,67,74,78,2020-02-23 16:52:08,"เดินทางจากตัวเมืองมาสนามบินสะดวกดี มีรถเมล์แอร์เย็นฉ่ำ ส่งถึงเทอมนิอบ"
CNX,72,17,77,80,68,76,67,66,63,71,75,2020-02-08 03:25:05,"Need to pass through 2-step security check. First, at the terminal entrance. Second, at the entrance to airside.\r\nAlso very slow baggage handling."
CWC,52,1,71,57,63,32,44,26,63,28,31,2016-07-25 19:11:04,"The computer that prints boarding passes had been broken when we were in the airport.\r\nThe airport is very small,  quality of the runway is terrible. \r\nI have seen three stray dogs near the runway.\r\nThere are no shops inside the airport, so you have no chance to buy water or snacks. \r\n\r\nThe worst airport that I have ever seen."
YMT,,,,,""
PWK,91,,85,100,100,85,80,75,100,75,100,,""
QQI,,,,,""
GYY,,,,,""
AUZ,,,,,""
MDW,78,13,81,85,80,77,74,69,72,75,66,2022-02-04 22:09:07,"MDW is the better of the Chicago airports speaking strictly from a passenger standpoint. Security lines quick enough, not too crowded, solid enough concessions, easy to get around. Should be the baseline for airports of similar size."
QUG,,,,,""
CIX,71,,90,79,80,87,90,80,93,100,89,,""
RFD,82,,92,89,94,83,70,90,78,100,100,,""
DPA,88,,,,""
CIC,86,,100,100,100,100,100,40,50,,""
CUU,73,1,69,70,76,60,55,52,62,58,69,2014-04-30 19:04:21,"Para el tamaño del aeropuerto pienso que las instalaciones que tienen son adecuadas. A veces cuando pasas la seguridad no hay nada para comprar de tomar o comer.\r\nEl Internet tendrá siempre 3 estrellas cuando no sea abierto y gratuito."
YCW,,,,,""
JKH,60,2,84,75,52,75,46,46,45,76,73,2015-03-01 12:17:44,"A small airport with increased number of flights in the summer.Access is easy (taxi, bus) because it is located three kilometers from the city center and the main port of the island (which has daily connections to Cesme\/Turkey,Piraeus\/Athens).\r\n\r\nThe summer has daily flights to Athens and Thessaloniki and connections three times a WEEK with Samos and Rodos.Also in 2014 started a charter service 2 times a week with Mykonos.\r\n\r\nTerminal is small but manages to serve all passengers.You can find coffee bar, toilets, free wifi and car rental."
CDS,,,,,""
CIF,,,100,100,100,100,100,100,100,100,100,,""
CCL,47,,60,80,80,25,20,20,40,40,,""
VPY,,,,,""
CCA,,,,,""
HTA,61,5,71,77,67,78,72,67,67,81,79,2019-12-28 11:21:12,"Умудрились собрать очереди на всех этапах - на входе в терминал, в зону досмотра. На посадке хаус, забыли пассажиров"
ORD,78,132,76,80,74,75,68,73,70,68,71,2023-06-29 00:04:26,"As a former resident of the great city of Chicago I was very displeased with the WiFi service and the food service. 30 minutes to get a Egg McMuffin seems a little much.\r\nThere were only 2 employees and a manager that I could see. The WiFi service needs to be upgraded and free. While at the gate I lost service when the boarding procedure began. \r\nChicago do a better job and make me proud of the city again."
CTD,,,,,""
CJL,,,,,""
CNO,,,,,""
CFK,,,,,""
CKG,77,4,83,79,78,77,73,73,78,77,71,2018-04-21 10:33:13,"It's an international Airport in one of the biggest cities of the world and nobody, really nobody with got in touch with had any knowledge in speaking english. We had some problems with our suitcases and it was a hell to explain them our problems."
CKH,,,,,""
CHC,81,31,82,81,87,77,84,74,75,76,80,2023-04-30 01:59:23,"Having no phone I didn't have any need for wifi but Christchurch does offer free wifi. Christchurch Airport offers lots of cool experiences and shops for merch or food. Really friendly staff."
CGP,62,,63,52,67,41,68,39,59,52,39,,""
JUH,86,,88,90,92,90,84,80,84,80,87,,""
CET,,,,,""
CKW,,,,,""
CHU,,,,,""
CUN,74,59,78,77,71,78,56,69,64,69,70,2022-11-29 17:24:22,"Lots of duty free, gift shop and restaurants.\r\n\r\nThere is no smoking area apart from TFI Fridays which charge you $7 per person. Beware though when the put the cost through makes sure the total is correct. I got charged $243 instead of 243 mexican peso."
VCL,60,1,71,70,75,54,62,58,60,51,80,2017-04-04 17:38:26,"Catch city-airport bus is the cheapest and most reasonable choice of transportation. Airport lounge terrible."
CCZ,,,,,""
YYQ,47,,30,60,30,60,0,20,20,0,0,,""
NER,42,1,40,37,40,35,20,28,40,23,30,2016-04-11 09:10:41,"Small airport. Road after the turn to the airport is very bad. Small parking. It is best to come to the very end of the check-in. It is worth a couple of coffee machines and one machine for snacks. Wi-Fi not available. For your baggage are carelessly. There are several TVs throughout the airport terminal. Taxi to Neryungri costs 1000 rubles."
XCH,66,,80,80,80,70,70,40,,""
TKK,77,,100,100,100,100,100,100,100,100,100,,""
ZUM,,,,,""
GGH,,,,,""
CJM,68,,64,73,75,53,20,50,42,20,80,,""
LUK,100,,100,50,75,0,75,45,75,50,50,,""
LDY,72,4,81,88,68,86,57,67,64,66,74,2020-05-07 11:48:54,"Londonderry is a beautiful little airport  it shows much potential it’s a shame they don’t use it. A lot more than the current 4 flights a day."
CBL,50,,0,0,0,0,0,0,0,,""
CDE,90,1,73,100,73,100,80,80,60,80,80,2021-07-25 14:32:32,"Chengde airport construction investment is very large, cut a mountain construction, the airport bus is very standard, praise!"
AGT,66,,85,80,100,80,100,80,80,73,73,,""
CME,61,,62,75,46,50,70,38,37,50,45,,""
CFG,,,,,""
CEN,77,,57,65,57,60,50,50,46,47,40,,""
GBZ,96,,95,70,80,20,80,100,40,80,80,,""
CVG,82,8,83,85,83,81,78,73,63,65,74,2020-10-27 12:49:28,"CVG is normally a very efficient airport.  Today, I was greeted by the rudest, most unprofessional Delta ticket agent who was also abusing every piece of luggage I saw her touch. TSA pre was closed, but the pre line was not blocked off, so you just ended up walking to an unmanned station with no signage. TSA did provide a card so we didn’t have to remove shoes, belt, etc. It was still awkward being behind “non regular” fliers that need 5 totes and 10 min to put everything on the belt for security clearance."
CLP,,,,,""
CJS,65,,65,73,59,83,43,43,46,50,40,,""
CVM,,,100,100,73,100,47,47,47,60,40,,""
CEU,,,,,""
CQM,,,,,""
CKB,,,20,20,20,,""
CKM,,,,,""
CKV,,,,,""
BKL,,,100,60,80,80,,""
CLE,76,14,83,85,78,76,74,77,60,78,69,2023-06-26 20:23:36,"The airport was easily accessible and fast for unloading baggage. The check in was very efficient. The security check only had two officers so it took 1\/2 an hour. There were many good food options. The lounge had many seats but they allowed people to move to the other gate's seating area if it got too crowded."
CLJ,71,19,81,81,77,60,59,53,72,55,72,2023-06-25 13:02:32,"Cluj Airport may be crowded at some hours (a terminal extension is in progress and should be ready at the beginning of 2024), but it has the advantage of having a fast check-in\/security check process and less walking to make as it is pretty small. There are not many stores\/food places at this moment, but after the extension is ready it should have quite a few. Parking options improved a lot lately and the price is ok. It is connected easily to the city with public transport (Airport Express every 30 mins in the terminal or the line 5 in front of the airport). You can pass through security with liquids as they have advanced scanning equipment. The main issue is the lounge which is way too small at certain hours (until the new one will be ready)."
CNJ,,,0,0,0,0,0,0,0,,""
KFE,,,,,""
YCY,,,,,""
CTH,,,,,""
CVN,,,,,""
YCQ,,,,,""
CAZ,,,,,""
CBB,64,2,65,54,62,37,60,45,41,58,46,2019-02-21 02:13:04,"CBB is actually a relatively nice airport, so long as you aren't expecting first-world standards. it isn't as bare as many Bolivian airports are, it has lots of windows and facilities, considering it's small size"
CGF,,,100,100,100,80,,""
CIZ,68,,60,100,100,100,20,60,20,20,100,,""
COK,76,19,79,76,81,65,74,67,69,70,74,2022-10-09 19:27:47,"Within 5mins I completed checkin, immigration & security check..\r\n\r\nFlew many times from COK, this airport is always special. We don’t feel tensed at all."
CUQ,,,,,""
COD,86,,90,73,87,47,83,67,20,68,75,,""
CNG,,,40,40,20,20,40,20,,""
CJB,72,8,88,85,84,72,60,69,74,64,82,2023-06-20 04:02:59,"The washroom was very clean than most of the international airports maybe because it is the smallest airport it would be easy for them to maintain it. Food courts and options were available inside. Blackberry restaurant doesn't properly support the lounge feature they just give a single meal or snack."
CNC,,,,,""
CFS,76,4,72,77,81,67,67,62,20,52,60,2020-05-24 00:58:21,"Clean airport, quick and easy check-in and security. One small cafe in the departures hall. There is a Qantas Regional Lounge for Qantas frequnt Flyers."
CCK,92,,100,100,100,100,100,,""
CBK,,,,,""
COE,,,,,""
CDB,,,,,""
CRB,,,,,""
CBP,73,,100,100,100,100,100,100,100,100,100,,""
CXF,85,,100,,""
CHQ,67,38,75,59,72,56,73,57,51,66,65,2023-04-25 10:52:53,"Check-in person was missing about 15 minutes while all other lines were ok. \r\n\r\nAirport personnel let us out to the airfield while other plane B737 was taxiing in front of us. Dangerous situation and VERY loud!"
COL,,,100,100,,""
YKC,,,,,""
CLQ,82,,80,80,60,90,60,60,52,87,87,,""
CLL,84,1,78,76,93,100,66,56,63,55,55,2020-02-02 00:55:50,"Small airport. Same staff runs American and United counters and ground handling. Show up early if you need to check in at the desk. Security is one lane but moves fast. Two gates. Cafe is small, has snacks. Not sure if they have any hot food."
CGS,,,,,""
RML,52,1,90,80,75,60,35,40,45,2012-06-17 23:57:51,"Старый и убитый аэропорт. Хоть выгружают из самолёта прям у выхода из аэропорта :)"
CMR,90,,80,100,80,80,,""
CTM,63,3,81,83,79,71,78,73,63,82,66,2023-01-13 12:31:52,"The airport is since its renovation very pleasant. \r\nModern, clean, big enough... I like it very much. For me, the best small airport that I know!"
CMB,67,37,74,73,66,72,59,62,63,68,69,2023-04-09 11:53:03,"I quite enjoyed the airport. It wasn’t bad as people say it was! The lounge, Palm Strip, was small but it had lots of drinks and some food to have a snack one. The toilets were clean and the staff there were very friendly and helpful"
MRC,,,,,""
CGN,78,77,85,74,81,70,77,69,61,72,75,2023-06-04 20:29:47,"I had an unpleasant experience with this airport in May. The plan was to have a 1.5-hour layover in my travel from LHR to a city in Schengen area. The airport does not seem to be designed for connecting flights. The path to my departure gate was through arrivals\/baggage claim and then I had to join a horrendous queue to security check (the same queue also for those who start their journey at CGN). I tried to find out if I there was a fast track, but it turned out that you had to book it online 12 hours in advance… People who managed the flow of the line to security were either extremely rude or pretended not to speak a word in English. I am just happy that Eurowings waited almost 20 minutes post declared gate closing time and I still managed to catch my connecting flight."
CSA,,2,100,100,20,100,20,20,50,100,100,2021-11-12 22:32:36,"Most people who depart from Colonsay have flown there or have done the flight before. So check in and security is based on staff recognising each passenger from when they arrived earlier that day. The check in and security is therefore straightforward. There are few facilities at the airport, just a toilet and a departure lounge."
COS,83,2,85,94,72,90,73,62,66,64,70,2015-03-01 21:44:10,"Very easy and convenient. Not the easiest to get to, as it is not located off a major interstate or highway. I parked the car, cleared security, and was at the gate in 10 minutes. There are limited food and retail options, but if you want to avoid the crowds and hassle of Denver, Springs is a great alternative."
CAE,82,4,81,83,74,75,85,60,58,58,71,2022-11-07 15:11:23,"Always an easy in here at Columbia. Fast check-in, fast security and boom. Do wish that the retail locations stayed open a bit longer."
CMH,83,9,89,80,88,84,84,75,74,76,80,2023-04-02 15:55:58,"Small-feeling airport for a large city. Easy and quick to get through security. No hassle from check-in through to the gate. But because CMH isn't a large airport, it lacks many facilities like lounges and wide variety in places to eat and drink."
CUA,,,,,""
QTL,,,,,""
COU,61,2,80,63,70,40,53,33,40,100,44,2019-11-19 16:41:06,"The terminal is small. There were 2 flights leaving in a short period of time and the line was swamped.  It took quite a while to get through TSA.  Once through, there is nothing much in the waiting area.  There was a stand for complimentary coffee, but no coffee was there.  There was a vending machine and a mix of several different kinds of chairs, Not a place you would want to wait for any extended period of time.\r\n\r\nOutdoor ramps to board planes.  Need to get jetways."
CUB,,,,,""
OSU,100,,100,100,100,100,100,100,100,100,100,,""
OLU,,,100,100,100,100,100,100,100,100,100,,""
CSG,74,,80,80,50,100,20,20,20,20,60,,""
LCK,80,1,100,100,94,100,96,92,94,100,100,2021-08-23 22:54:22,"One dining option.. very weird airport. Friendly staff and very easy to navigate however. That’s really the only upsides."
UBS,,,,,""
